Number of Population from Registration by Age Group Region and Province: 2012-2022,,,,,,,,,,,,,
Unit: person,,,,,,,,,,,,,
,,,,,,,,,,,,,
Region,Province,Age group,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Northeastern Region,Amnat Charoen Province,40  -  44,"33,994","33,270","33,312","32,529","31,965","31,149","30,316","29,450","29,252","28,976","28,794"
Northeastern Region,Amnat Charoen Province,45  -  49,"29,542","31,082","31,685","32,543","32,829","33,201","32,652","32,700","32,018","31,424","30,713"
Northeastern Region,Amnat Charoen Province,50  -  54,"23,977","24,980","25,947","26,779","27,856","28,897","30,415","30,986","31,847","32,139","32,559"
Northeastern Region,Amnat Charoen Province,55  -  59,"19,784","19,753","20,728","21,749","22,305","23,150","24,110","25,080","25,937","26,989","28,136"
Northeastern Region,Amnat Charoen Province,60  -  64,"15,065","15,996","16,326","16,656","17,393","18,004","18,738","19,696","20,671","21,259","22,120"
Northeastern Region,Amnat Charoen Province,65  -  69,"10,360","11,190","12,022","12,863","13,609","14,211","14,773","15,157","15,436","16,050","16,684"
Northeastern Region,Amnat Charoen Province,70  -  74,"7,924","8,107","8,276","8,586","8,888","9,318","9,815","10,596","11,411","12,163","12,748"
Northeastern Region,Amnat Charoen Province,75  -  79,"5,425","5,603","5,865","6,023","6,250","6,496","6,669","6,821","7,094","7,309","7,700"
Northeastern Region,Amnat Charoen Province,80  -  84,"3,235","3,536","3,628","3,706","3,900","3,966","4,118","4,354","4,494","4,712","4,862"
Northeastern Region,Amnat Charoen Province,85  -  89,"1,323","1,549","1,651","1,770","1,877","2,065","2,200","2,226","2,306","2,434","2,446"
Northeastern Region,Amnat Charoen Province,90  -  94,428,492,524,549,593,656,726,792,847,907,"1,013"
Northeastern Region,Amnat Charoen Province,95  -  99,107,115,121,139,134,152,166,176,185,193,222
Northeastern Region,Amnat Charoen Province,100 and over,29,28,31,30,30,32,37,44,48,59,67
Northeastern Region,Amnat Charoen Province,Unknown/lunar Calendar,-,-,-,-,-,-,-,-,-,-,-
Northeastern Region,Amnat Charoen Province,Population Registered in House Registration and Non  -  Thai nationalities,224,233,271,728,733,748,750,760,764,755,
Northeastern Region,Amnat Charoen Province,Population Registered in Central House Registration,"2,672","2,684","2,671","2,710","2,655","2,665","2,685","2,696",314,356,
Northeastern Region,Amnat Charoen Province, Transferring population,422,381,399,405,394,335,303,299,95,101,
Northeastern Region,Bueng Kan Province,Total,"412,613","416,236","418,566","420,647","421,625","423,032","423,940",424091,422042,421995,421684
Northeastern Region,Bueng Kan Province,0 - 4,"29,361","29,199","28,624","27,861","26,315","24,493","23,140",21783,20698,19693,18826
Northeastern Region,Bueng Kan Province,5-Sep,"29,717","29,985","29,753","29,191","29,185","29,518","29,312",28695,28025,26663,24903
Northeastern Region,Bueng Kan Province,Oct-14,"29,767","29,172","29,060","29,144","29,332","29,625","29,737",29464,28960,29024,29444
Northeastern Region,Bueng Kan Province,15  -  19,"31,609","31,543","31,496","30,956","30,219","29,292","28,635",28499,28674,28954,29157
Northeastern Region,Bueng Kan Province,20  -  24,"29,084","29,394","29,470","29,664","29,659","29,689","29,460",29425,28754,28208,27697
Northeastern Region,Bueng Kan Province,25  -  29,"30,765","29,811","28,667","28,533","28,997","29,674","29,875",30113,30158,30106,30253
Northeastern Region,Bueng Kan Province,30  -  34,"37,896","36,977","35,681","33,736","31,746","30,007","28,935",27624,27474,27976,28686
Northeastern Region,Bueng Kan Province,35  -  39,"38,565","38,367","38,505","38,638","38,280","37,249","36,071",34703,32818,30697,29073
Northeastern Region,Bueng Kan Province,40  -  44,"36,399","36,990","37,737","38,146","38,060","38,137","37,854",37800,37832,37367,36413
Northeastern Region,Bueng Kan Province,45  -  49,"30,411","32,033","32,711","33,742","34,820","35,913","36,431",37100,37507,37383,37561
Northeastern Region,Bueng Kan Province,50  -  54,"24,072","25,118","26,317","27,420","28,597","29,733","31,388",32042,32941,33803,35162
Northeastern Region,Bueng Kan Province,55  -  59,"19,361","19,765","20,798","21,711","22,245","23,260","24,292",25443,26462,27526,28773
Northeastern Region,Bueng Kan Province,60  -  64,"14,637","15,362","15,884","16,263","17,235","17,965","18,678",19673,20530,20961,22013
Northeastern Region,Bueng Kan Province,65  -  69,"10,244","11,041","11,640","12,631","13,114","13,553","14,067",14582,14890,15746,16586
Northeastern Region,Bueng Kan Province,70  -  74,"7,443","7,488","7,814","8,023","8,452","9,097","9,675",10180,11072,11416,11912
Northeastern Region,Bueng Kan Province,75  -  79,"4,885","5,181","5,423","5,611","5,864","6,053","6,181",6408,6567,6846,7397
Northeastern Region,Bueng Kan Province,80  -  84,"3,204","3,290","3,271","3,388","3,500","3,563","3,767",3977,4111,4257,4389
Northeastern Region,Bueng Kan Province,85  -  89,"1,239","1,431","1,588","1,721","1,805","1,915","2,010",1977,2054,2070,2160
Northeastern Region,Bueng Kan Province,90  -  94,481,551,529,527,547,605,719,805,854,850,907
Northeastern Region,Bueng Kan Province,95  -  99,136,166,166,176,204,197,215,211,221,211,248
Northeastern Region,Bueng Kan Province,100 and over,68,54,67,36,41,57,72,79,90,104,124
Northeastern Region,Bueng Kan Province,Unknown/lunar Calendar,7,-,-,-,-,-,-,-,-,-,-
Northeastern Region,Bueng Kan Province,Population Registered in House Registration and Non  -  Thai nationalities,318,341,390,538,551,577,611,637,665,679,
Northeastern Region,Bueng Kan Province,Population Registered in Central House Registration,"2,590","2,584","2,563","2,562","2,511","2,518","2,532",2587,501,1381,
Northeastern Region,Bueng Kan Province, Transferring population,354,393,412,429,346,342,283,284,184,74,
Northeastern Region,Nong Bua Lam Phu Province,Total,"505,071","507,137","508,864","510,074","510,734","511,641","512,117","512,780","509,470","509,001","508,325"
Northeastern Region,Nong Bua Lam Phu Province,0 - 4,"30,811","30,442","30,025","29,418","28,342","27,195","26,126","25,095","24,187","23,064","21,710"
Northeastern Region,Nong Bua Lam Phu Province,5-Sep,"32,637","32,299","31,837","31,367","31,058","31,091","30,722","30,276","29,723","28,749","27,789"
Northeastern Region,Nong Bua Lam Phu Province,Oct-14,"34,613","33,476","32,966","32,599","32,446","32,245","31,975","31,595","31,171","31,041","31,201"
Northeastern Region,Nong Bua Lam Phu Province,15  -  19,"40,549","39,363","38,611","37,242","35,436","33,967","32,838","32,413","32,162","32,071","31,882"
Northeastern Region,Nong Bua Lam Phu Province,20  -  24,"36,770","37,576","37,739","37,751","37,985","37,823","36,659","36,116","35,019","33,304","32,267"
Northeastern Region,Nong Bua Lam Phu Province,25  -  29,"38,650","37,953","37,190","36,692","36,783","37,379","37,959","38,346","38,358","38,657","38,399"
Northeastern Region,Nong Bua Lam Phu Province,30  -  34,"42,943","42,298","41,186","40,327","39,415","37,390","36,678","35,836","35,284","35,264","35,857"
Northeastern Region,Nong Bua Lam Phu Province,35  -  39,"45,279","45,004","44,105","43,535","42,383","41,676","40,954","39,795","39,006","38,116","36,232"
Northeastern Region,Nong Bua Lam Phu Province,40  -  44,"45,686","44,756","45,222","44,449","44,137","44,114","43,975","43,005","42,497","41,292","40,608"
Northeastern Region,Nong Bua Lam Phu Province,45  -  49,"39,632","41,666","42,142","43,495","44,297","44,464","43,759","44,202","43,561","43,179","43,310"
Northeastern Region,Nong Bua Lam Phu Province,50  -  54,"32,156","32,865","34,234","35,581","36,997","38,635","40,560","41,092","42,477","43,321","43,622"
Northeastern Region,Nong Bua Lam Phu Province,55  -  59,"26,277","26,947","28,089","29,267","29,992","31,004","31,797","33,162","34,392","35,736","37,433"
Northeastern Region,Nong Bua Lam Phu Province,60  -  64,"20,009","21,180","22,026","22,544","23,742","24,519","25,475","26,617","27,885","28,549","29,610"
Northeastern Region,Nong Bua Lam Phu Province,65  -  69,"13,672","14,837","15,764","16,926","17,636","18,467","19,375","20,198","20,753","21,873","22,775"
Northeastern Region,Nong Bua Lam Phu Province,70  -  74,"9,044","9,340","9,968","10,287","11,084","12,024","12,941","13,777","14,858","15,501","16,361"
Northeastern Region,Nong Bua Lam Phu Province,75  -  79,"5,827","6,149","6,432","6,909","7,077","7,312","7,524","8,027","8,358","9,100","9,931"
Northeastern Region,Nong Bua Lam Phu Province,80  -  84,"3,521","3,666","3,804","3,866","4,042","4,185","4,411","4,668","5,024","5,112","5,320"
Northeastern Region,Nong Bua Lam Phu Province,85  -  89,"1,325","1,533","1,648","1,860","1,980","2,151","2,228","2,296","2,295","2,484","2,597"
Northeastern Region,Nong Bua Lam Phu Province,90  -  94,531,569,595,557,558,648,760,817,935,984,"1,016"
Northeastern Region,Nong Bua Lam Phu Province,95  -  99,174,202,220,241,237,224,224,223,213,221,262
Northeastern Region,Nong Bua Lam Phu Province,100 and over,58,61,69,74,39,60,82,100,112,125,143
Northeastern Region,Nong Bua Lam Phu Province,Unknown/lunar Calendar,3,-,-,-,-,-,-,-,-,-,-
Northeastern Region,Nong Bua Lam Phu Province,Population Registered in House Registration and Non  -  Thai nationalities,190,219,263,367,403,437,493,531,564,604,
Northeastern Region,Nong Bua Lam Phu Province,Population Registered in Central House Registration,"4,051","4,030","4,035","4,035","3,986","3,995","4,027","4,011",470,575,
Northeastern Region,Nong Bua Lam Phu Province, Transferring population,663,706,694,685,679,636,575,582,166,79,
Northeastern Region,Khon Kaen  Province,Total,"1,774,816","1,781,655","1,790,049","1,798,014","1,801,753","1,805,910","1,805,895","1,802,872","1,794,531","1,790,863","1,784,641"
Northeastern Region,Khon Kaen  Province,0 - 4,"98,988","98,410","97,090","95,440","92,592","88,800","85,519","81,728","78,248","73,870","70,003"
Northeastern Region,Khon Kaen  Province,5-Sep,"103,411","102,606","101,412","100,099","99,678","100,251","99,596","98,452","96,880","94,120","90,914"
Northeastern Region,Khon Kaen  Province,Oct-14,"110,099","106,555","105,290","103,856","103,784","103,536","102,723","101,542","100,297","100,221","101,029"
Northeastern Region,Khon Kaen  Province,15  -  19,"136,142","135,135","132,615","127,142","119,347","112,537","107,799","105,057","103,611","103,835","103,382"
Northeastern Region,Khon Kaen  Province,20  -  24,"130,608","130,844","133,325","136,981","140,282","141,319","137,930","132,484","125,561","116,377","109,364"
Northeastern Region,Khon Kaen  Province,25  -  29,"131,891","129,117","126,950","126,935","127,768","129,748","131,322","132,689","133,383","134,392","134,671"
Northeastern Region,Khon Kaen  Province,30  -  34,"142,569","140,733","138,123","135,124","131,554","128,031","125,643","123,597","123,386","124,602","127,001"
Northeastern Region,Khon Kaen  Province,35  -  39,"147,088","145,517","143,595","142,812","141,635","139,380","137,274","134,463","131,618","128,163","125,332"
Northeastern Region,Khon Kaen  Province,40  -  44,"159,746","155,503","153,497","149,693","146,301","144,083","142,660","140,892","140,094","138,797","136,873"
Northeastern Region,Khon Kaen  Province,45  -  49,"147,097","152,993","154,207","156,171","158,026","156,367","152,312","150,152","146,393","143,049","141,389"
Northeastern Region,Khon Kaen  Province,50  -  54,"122,827","125,386","129,677","134,134","138,234","143,430","149,241","150,378","152,317","153,908","152,694"
Northeastern Region,Khon Kaen  Province,55  -  59,"99,639","100,596","105,493","110,266","113,759","117,864","120,931","125,096","129,493","133,397","138,700"
Northeastern Region,Khon Kaen  Province,60  -  64,"80,245","82,727","84,695","86,569","89,177","91,750","95,430","100,101","104,567","107,873","112,366"
Northeastern Region,Khon Kaen  Province,65  -  69,"57,145","62,782","66,485","69,862","72,256","74,823","76,610","78,545","80,248","82,633","85,413"
Northeastern Region,Khon Kaen  Province,70  -  74,"41,867","42,388","44,067","45,998","48,792","51,454","55,577","58,947","62,075","64,222","66,920"
Northeastern Region,Khon Kaen  Province,75  -  79,"27,398","29,286","30,578","31,903","32,783","34,472","34,845","36,331","38,018","40,474","42,873"
Northeastern Region,Khon Kaen  Province,80  -  84,"15,875","16,957","17,750","18,505","19,532","20,283","21,536","22,623","23,624","24,374","25,749"
Northeastern Region,Khon Kaen  Province,85  -  89,"6,447","7,719","8,274","8,873","9,252","9,910","10,379","10,846","11,477","12,191","12,777"
Northeastern Region,Khon Kaen  Province,90  -  94,"2,273","2,651","2,764","2,918","3,056","3,368","3,759","3,961","4,344","4,647","4,889"
Northeastern Region,Khon Kaen  Province,95  -  99,708,802,831,894,947,991,"1,104","1,146","1,174","1,292","1,462"
Northeastern Region,Khon Kaen  Province,100 and over,400,446,497,568,234,322,399,433,526,612,839
Northeastern Region,Khon Kaen  Province,Unknown/lunar Calendar,18,8,8,8,7,7,7,7,7,1,1
Northeastern Region,Khon Kaen  Province,Population Registered in House Registration and Non  -  Thai nationalities,"1,840","1,948","2,291","2,385","2,308","2,489","2,621","2,808","2,970","3,116",
Northeastern Region,Khon Kaen  Province,Population Registered in Central House Registration,"7,026","7,208","7,128","7,388","7,282","7,377","7,512","7,600","3,514","4,117",
Northeastern Region,Khon Kaen  Province, Transferring population,"3,469","3,338","3,407","3,490","3,167","3,318","3,166","2,994",706,580,
Northeastern Region,Udon Thani Province,Total,"1,557,298","1,563,964","1,570,300","1,575,152","1,578,783","1,583,092","1,586,666","1,586,646","1,567,983","1,566,510","1,563,048"
Northeastern Region,Udon Thani Province,0 - 4,"92,971","92,045","90,750","88,835","85,475","81,853","78,663","74,712","71,089","67,338","64,685"
Northeastern Region,Udon Thani Province,5-Sep,"97,366","96,401","95,422","94,093","93,917","94,167","93,562","92,072","90,359","87,146","85,385"
Northeastern Region,Udon Thani Province,Oct-14,"106,073","102,922","101,283","99,725","98,884","97,443","96,489","95,262","94,129","94,051","94,606"
Northeastern Region,Udon Thani Province,15  -  19,"122,214","119,511","116,748","113,058","108,751","104,838","101,947","100,361","99,061","98,462","97,113"
Northeastern Region,Udon Thani Province,20  -  24,"117,083","118,762","119,064","119,038","118,260","117,642","115,116","112,337","109,200","104,836","101,507"
Northeastern Region,Udon Thani Province,25  -  29,"117,661","116,066","114,539","114,466","115,156","116,478","117,710","118,135","118,270","117,845","117,535"
Northeastern Region,Udon Thani Province,30  -  34,"130,202","127,801","123,990","120,396","117,495","114,216","112,598","111,006","110,745","111,513","113,093"
Northeastern Region,Udon Thani Province,35  -  39,"140,286","137,616","135,529","133,662","130,502","126,879","124,602","120,559","116,918","114,062","111,256"
Northeastern Region,Udon Thani Province,40  -  44,"139,274","137,824","138,939","137,646","137,513","137,711","135,331","132,805","130,860","127,480","124,280"
